100,0
2100,0
4100,0
6100,0
8100,1
10100,0
12100,1
14100,0
16100,1
18100,1
20100,1
22100,1
24100,1
26100,1
28100,1
30100,1
32100,1
34100,2
36100,1
38100,2
40100,2
42100,1
44100,2
46100,3
48100,2
50100,2
52100,2
54100,3
56100,2
58100,2
60100,3
62100,2
64100,3
66100,4
68100,4
70100,4
72100,3
74100,3
76100,4
78100,3
80100,4
82100,4
84100,4
86100,3
88100,4
90100,4
92100,4
94100,4
96100,4
98100,6
100100,5
102100,4
104100,5
106100,5
108100,5
110100,5
112100,5
114100,6
116100,5
118100,6
120100,5
122100,5
124100,5
126100,6
128100,6
130100,7
132100,7
134100,6
136100,6
138100,6
140100,7
142100,7
144100,8
146100,6
148100,6
150100,6
152100,6
154100,6
156100,8
158100,7
160100,7
162100,7
164100,10
166100,9
168100,7
170100,8
172100,9
174100,7
176100,8
178100,8
180100,8
182100,8
184100,9
186100,8
188100,9
190100,7
192100,8
194100,9
196100,12
198100,9
200100,8
202100,9
204100,10
206100,11
208100,10
210100,8
212100,11
214100,14
216100,9
218100,9
220100,9
222100,16
224100,9
226100,9
228100,11
230100,12
232100,10
234100,10
236100,10
238100,10
240100,10
242100,11
244100,12
246100,10
248100,11
250100,11
252100,11
254100,11
256100,11
258100,10
260100,13
262100,12
264100,12
266100,13
268100,14
270100,13
272100,12
274100,12
276100,12
278100,12
280100,11
282100,12
284100,13
286100,14
288100,15
290100,13
292100,12
294100,13
296100,12
298100,15
300100,16
302100,12
304100,14
306100,13
308100,15
310100,15
312100,14
314100,13
316100,14
318100,15
320100,14
322100,15
324100,14
326100,16
328100,14
330100,14
332100,15
334100,16
336100,16
338100,16
340100,16
342100,14
344100,20
346100,15
348100,15
350100,16
352100,17
354100,18
356100,18
358100,21
360100,18
362100,15
364100,27
366100,16
368100,23
370100,16
372100,28
374100,23
376100,20
378100,19
380100,22
382100,23
384100,18
386100,25
388100,21
390100,33
392100,21
394100,31
396100,21
398100,20
400100,19
402100,17
404100,19
406100,18
408100,17
410100,20
412100,19
414100,19
416100,18
418100,21
420100,20
422100,22
424100,18
426100,21
428100,19
430100,19
432100,19
434100,20
436100,20
438100,19
440100,19
442100,18
444100,19
446100,18
448100,23
450100,19
452100,21
454100,19
456100,19
458100,22
460100,19
462100,22
464100,20
466100,22
468100,21
470100,21
472100,25
474100,23
476100,41
478100,39
480100,23
482100,25
484100,23
486100,23
488100,22
490100,21
492100,26
494100,24
496100,22
498100,26
500100,22
502100,23
504100,21
506100,24
508100,23
510100,24
512100,25
514100,25
516100,25
518100,23
520100,26
522100,24
524100,28
526100,32
528100,26
530100,30
532100,27
534100,36
536100,29
538100,27
540100,29
542100,31
544100,30
546100,27
548100,32
550100,26
552100,36
554100,28
556100,35
558100,33
560100,31
562100,27
564100,31
566100,30
568100,37
570100,28
572100,33
574100,29
576100,29
578100,29
580100,32
582100,31
584100,35
586100,31
588100,30
590100,28
592100,32
594100,30
596100,33
598100,33
600100,29
602100,38
604100,31
606100,29
608100,31
610100,32
612100,34
614100,28
616100,31
618100,38
620100,29
622100,34
624100,33
626100,32
628100,33
630100,35
632100,31
634100,31
636100,29
638100,27
640100,28
642100,30
644100,31
646100,34
648100,33
650100,38
652100,37
654100,35
656100,35
658100,34
660100,35
662100,32
664100,38
666100,39
668100,38
670100,36
672100,36
674100,36
676100,34
678100,37
680100,42
682100,36
684100,35
686100,38
688100,38
690100,35
692100,36
694100,39
696100,35
698100,40
700100,35
702100,36
704100,39
706100,39
708100,43
710100,37
712100,39
714100,35
716100,39
718100,38
720100,42
722100,45
724100,39
726100,38
728100,40
730100,39
732100,40
734100,44
736100,41
738100,36
740100,42
742100,41
744100,40
746100,41
748100,43
750100,42
752100,41
754100,38
756100,41
758100,40
760100,42
762100,41
764100,40
766100,39
768100,39
770100,44
772100,38
774100,43
776100,40
778100,40
780100,38
782100,43
784100,38
786100,44
788100,37
790100,42
792100,50
794100,57
796100,43
798100,47
800100,50
802100,43
804100,45
806100,47
808100,46
810100,49
812100,45
814100,45
816100,48
818100,45
820100,49
822100,51
824100,51
826100,51
828100,52
830100,91
832100,62
834100,62
836100,41
838100,51
840100,97
842100,49
844100,45
846100,54
848100,47
850100,57
852100,52
854100,59
856100,53
858100,53
860100,57
862100,56
864100,51
866100,55
868100,52
870100,51
872100,48
874100,49
876100,49
878100,48
880100,49
882100,45
884100,52
886100,60
888100,47
890100,46
892100,61
894100,55
896100,47
898100,45
900100,47
902100,54
904100,44
906100,53
908100,47
910100,47
912100,46
914100,53
916100,49
918100,48
920100,48
922100,50
924100,52
926100,50
928100,51
930100,49
932100,54
934100,53
936100,84
938100,64
940100,48
942100,54
944100,63
946100,42
948100,44
950100,48
952100,59
954100,50
956100,53
958100,48
960100,53
962100,62
964100,50
966100,51
968100,56
970100,53
972100,55
974100,53
976100,47
978100,49
980100,48
982100,53
984100,55
986100,49
988100,51
990100,51
992100,60
994100,51
996100,53
998100,52
